	parent	trade_efficiency	profit	avg_float_parent	sales	trade_cost	weights	outcome_sum	outcome_prices	outcome_names
610	StatTrak™ Galil AR | Sandstorm (Field-Tested)	0.14	5.21	0.175	1	37.1	0.0046	42.31	50.505,40.346,37.927,40.462	StatTrak™ MP9 | Rose Iron (Factory New),StatTrak™ Dual Berettas | Marina (Minimal Wear),StatTrak™ Nova | Rising Skull (Minimal Wear),StatTrak™ FAMAS | Pulse (Factory New)
277	StatTrak™ G3SG1 | High Seas (Battle-Scarred)	0.139	5.837000000000001	0.445	1	42.0	0.0052	47.836999999999996	85.8,28.665,29.045	StatTrak™ M4A1-S | Nightmare (Well-Worn),StatTrak™ Sawed-Off | Devourer (Field-Tested),StatTrak™ FAMAS | Eye of Athena (Field-Tested)
77	StatTrak™ MAG-7 | Monster Call (Field-Tested)	0.139	5.523	0.205	1	39.6	0.0049	45.123000000000005	57.466,31.102,46.8	StatTrak™ XM1014 | Entombed (Minimal Wear),StatTrak™ Glock-18 | Vogue (Field-Tested),StatTrak™ M4A4 | Tooth Fairy (Minimal Wear)
106	StatTrak™ SG 553 | Darkwing (Battle-Scarred)	0.13699999999999998	4.067	0.445	1	29.6	0.0036	33.667	20.573,60.928,19.5	StatTrak™ MAC-10 | Disco Tech (Well-Worn),StatTrak™ AK-47 | Phantom Disruptor (Field-Tested),StatTrak™ MAG-7 | Justice (Well-Worn)
527	StatTrak™ FAMAS | Neural Net (Field-Tested)	0.13699999999999998	7.5489999999999995	0.215	1	55.0	0.0067	62.549	41.613,29.152,116.883	StatTrak™ SG 553 | Cyrex (Field-Tested),StatTrak™ CZ75-Auto | Yellow Jacket (Field-Tested),StatTrak™ MP7 | Nemesis (Factory New)
342	MP9 | Goo (Battle-Scarred)	0.13699999999999998	1.547	0.445	1	11.3	0.0014	12.847000000000001	9.068,8.024,21.45	R8 Revolver | Llama Cannon (Field-Tested),PP-Bizon | High Roller (Well-Worn),M4A1-S | Leaded Glass (Field-Tested)
299	StatTrak™ Tec-9 | Snek-9 (Field-Tested)	0.13699999999999998	1.746	0.185	1	12.7	0.0015	14.446	36.065,4.992,15.005,4.856,11.31	StatTrak™ AWP | PAW (Minimal Wear),StatTrak™ CZ75-Auto | Eco (Field-Tested),StatTrak™ G3SG1 | High Seas (Minimal Wear),StatTrak™ Nova | Toy Soldier (Field-Tested),StatTrak™ MP7 | Powercore (Minimal Wear)
117	StatTrak™ Sawed-Off | Apocalypto (Battle-Scarred)	0.13699999999999998	4.067	0.445	1	29.6	0.0036	33.667	20.573,60.928,19.5	StatTrak™ MAC-10 | Disco Tech (Well-Worn),StatTrak™ AK-47 | Phantom Disruptor (Field-Tested),StatTrak™ MAG-7 | Justice (Well-Worn)
94	StatTrak™ MP5-SD | Kitbash (Battle-Scarred)	0.136	3.5389999999999997	0.445	1	26.0	0.0031	29.539	29.64,31.102,27.875	StatTrak™ XM1014 | Entombed (Field-Tested),StatTrak™ Glock-18 | Vogue (Field-Tested),StatTrak™ M4A4 | Tooth Fairy (Field-Tested)
354	StatTrak™ CZ75-Auto | Xiangliu (Field-Tested)	0.136	65.9	0.155	1	484.0	0.0584	549.9	794.625,305.175	StatTrak™ AK-47 | Bloodsport (Factory New),StatTrak™ USP-S | Neo-Noir (Minimal Wear)
501	StatTrak™ XM1014 | Teclu Burner (Field-Tested)	0.136	9.487	0.22	1	69.8	0.0084	79.28699999999999	204.75,14.586,18.525	StatTrak™ AK-47 | Point Disarray (Minimal Wear),StatTrak™ G3SG1 | The Executioner (Field-Tested),StatTrak™ P90 | Shapewood (Field-Tested)
126	StatTrak™ P2000 | Obsidian (Factory New)	0.136	54.347	0.02	1	398.8	0.0481	453.147	757.575,296.887,304.98	StatTrak™ SSG 08 | Bloodshot (Minimal Wear),StatTrak™ SG 553 | Colony IV (Factory New),StatTrak™ Tec-9 | Decimator (Factory New)
531	StatTrak™ MP7 | Armor Core (Field-Tested)	0.136	1.114	0.155	1	8.2	0.001	9.314	3.149,26.003,5.977,2.126	StatTrak™ MAG-7 | Heat (Field-Tested),StatTrak™ AWP | Worm God (Factory New),StatTrak™ CZ75-Auto | Pole Position (Minimal Wear),StatTrak™ UMP-45 | Grand Prix (Field-Tested)
333	SG 553 | Phantom (Well-Worn)	0.136	1.771	0.595	1	13.0	0.0016	14.770999999999999	10.579,7.137,26.598	R8 Revolver | Llama Cannon (Well-Worn),PP-Bizon | High Roller (Battle-Scarred),M4A1-S | Leaded Glass (Well-Worn)
496	StatTrak™ P90 | Shapewood (Field-Tested)	0.135	25.67	0.185	1	190.0	0.0227	215.67	305.175,126.165	StatTrak™ M4A4 | Royal Paladin (Minimal Wear),StatTrak™ R8 Revolver | Fade (Minimal Wear)
232	StatTrak™ G3SG1 | Scavenger (Field-Tested)	0.135	5.289	0.185	1	39.2	0.0047	44.489	37.927,40.745,54.795	StatTrak™ MP5-SD | Phosphor (Minimal Wear),StatTrak™ UMP-45 | Momentum (Minimal Wear),StatTrak™ Desert Eagle | Mecha Industries (Minimal Wear)
560	StatTrak™ CZ75-Auto | Tigris (Minimal Wear)	0.134	10.392000000000001	0.095	1	77.8	0.0092	88.19200000000001	140.887,90.675,33.014	StatTrak™ Glock-18 | Water Elemental (Factory New),StatTrak™ Desert Eagle | Conspiracy (Factory New),StatTrak™ Five-SeveN | Fowl Play (Minimal Wear)
539	StatTrak™ MAG-7 | Firestarter (Field-Tested)	0.134	3.4960000000000004	0.215	1	26.0	0.0031	29.496	16.458,69.498,6.776,25.252	StatTrak™ M4A4 | Griffin (Field-Tested),StatTrak™ M4A1-S | Basilisk (Minimal Wear),StatTrak™ Sawed-Off | Highwayman (Field-Tested),StatTrak™ Glock-18 | Grinder (Factory New)
403	G3SG1 | Stinger (Field-Tested)	0.134	1.5319999999999998	0.195	1	11.4	0.0014	12.932	13.162,12.665,12.968	FAMAS | Mecha Industries (Minimal Wear),P90 | Shallow Grave (Minimal Wear),Sawed-Off | Wasteland Princess (Minimal Wear)
416	StatTrak™ P2000 | Turf (Well-Worn)	0.133	1.155	0.815	1	8.7	0.001	9.855	21.352,20.261,2.749,2.057,2.857	StatTrak™ USP-S | Cyrex (Well-Worn),StatTrak™ M4A1-S | Flashback (Battle-Scarred),StatTrak™ Dual Berettas | Royal Consorts (Battle-Scarred),StatTrak™ G3SG1 | Stinger (Battle-Scarred),StatTrak™ Nova | Gila (Field-Tested)
424	StatTrak™ MAG-7 | Sonar (Minimal Wear)	0.133	2.766	0.1	1	20.8	0.0024	23.566	47.58,34.027,11.885,12.87,11.466	StatTrak™ USP-S | Cyrex (Factory New),StatTrak™ M4A1-S | Flashback (Minimal Wear),StatTrak™ Dual Berettas | Royal Consorts (Minimal Wear),StatTrak™ G3SG1 | Stinger (Factory New),StatTrak™ Nova | Gila (Factory New)
462	StatTrak™ Nova | Exo (Field-Tested)	0.133	1.382	0.17	1	10.4	0.0012	11.782	23.302,6.62,4.124,12.188,12.675	StatTrak™ AWP | Phobos (Factory New),StatTrak™ R8 Revolver | Reboot (Field-Tested),StatTrak™ Sawed-Off | Limelight (Field-Tested),StatTrak™ AUG | Aristocrat (Minimal Wear),StatTrak™ P90 | Chopper (Minimal Wear)
498	StatTrak™ R8 Revolver | Crimson Web (Field-Tested)	0.13	1.454	0.23	1	11.2	0.0013	12.654000000000002	17.843,12.578,7.78,10.627,6.62,20.475	StatTrak™ Negev | Power Loader (Field-Tested),StatTrak™ SG 553 | Tiger Moth (Field-Tested),StatTrak™ Five-SeveN | Retrobution (Field-Tested),StatTrak™ Tec-9 | Avalanche (Field-Tested),StatTrak™ PP-Bizon | Fuel Rod (Field-Tested),StatTrak™ XM1014 | Teclu Burner (Minimal Wear)
411	StatTrak™ P2000 | Turf (Field-Tested)	0.129	1.453	0.23	1	11.3	0.0013	12.753	23.107,21.44,5.138,2.613,11.466	StatTrak™ USP-S | Cyrex (Minimal Wear),StatTrak™ M4A1-S | Flashback (Field-Tested),StatTrak™ Dual Berettas | Royal Consorts (Field-Tested),StatTrak™ G3SG1 | Stinger (Field-Tested),StatTrak™ Nova | Gila (Factory New)
432	StatTrak™ CZ75-Auto | Polymer (Field-Tested)	0.129	1.453	0.23	1	11.3	0.0013	12.753	23.107,21.44,5.138,2.613,11.466	StatTrak™ USP-S | Cyrex (Minimal Wear),StatTrak™ M4A1-S | Flashback (Field-Tested),StatTrak™ Dual Berettas | Royal Consorts (Field-Tested),StatTrak™ G3SG1 | Stinger (Field-Tested),StatTrak™ Nova | Gila (Factory New)
314	StatTrak™ AUG | Amber Slipstream (Field-Tested)	0.129	1.517	0.21	1	11.8	0.0013	13.317	36.065,4.992,15.005,4.856,5.665	StatTrak™ AWP | PAW (Minimal Wear),StatTrak™ CZ75-Auto | Eco (Field-Tested),StatTrak™ G3SG1 | High Seas (Minimal Wear),StatTrak™ Nova | Toy Soldier (Field-Tested),StatTrak™ MP7 | Powercore (Field-Tested)
317	CZ75-Auto | Tacticat (Well-Worn)	0.128	1.671	0.625	1	13.1	0.0015	14.770999999999999	10.579,7.137,26.598	R8 Revolver | Llama Cannon (Well-Worn),PP-Bizon | High Roller (Battle-Scarred),M4A1-S | Leaded Glass (Well-Worn)
87	StatTrak™ Tec-9 | Brother (Field-Tested)	0.128	5.122999999999999	0.205	1	40.0	0.0045	45.123000000000005	57.466,31.102,46.8	StatTrak™ XM1014 | Entombed (Minimal Wear),StatTrak™ Glock-18 | Vogue (Field-Tested),StatTrak™ M4A4 | Tooth Fairy (Minimal Wear)
183	StatTrak™ Galil AR | Akoben (Field-Tested)	0.128	1.4340000000000002	0.175	1	11.2	0.0013	12.634	29.026,10.423,2.194,7.312,14.216	StatTrak™ AWP | Atheris (Field-Tested),StatTrak™ Desert Eagle | Light Rail (Field-Tested),StatTrak™ MP5-SD | Gauss (Field-Tested),StatTrak™ Tec-9 | Bamboozle (Minimal Wear),StatTrak™ UMP-45 | Moonrise (Factory New)
409	StatTrak™ Nova | Gila (Field-Tested)	0.128	3.7489999999999997	0.195	1	29.3	0.0033	33.049	34.125,34.808,30.215	StatTrak™ FAMAS | Mecha Industries (Minimal Wear),StatTrak™ P90 | Shallow Grave (Minimal Wear),StatTrak™ Sawed-Off | Wasteland Princess (Minimal Wear)
130	MP9 | Hydra (Field-Tested)	0.127	19.599	0.2	1	154.0	0.0174	173.59900000000002	294.45,52.748	AWP | Wildfire (Minimal Wear),FAMAS | Commemoration (Minimal Wear)
614	StatTrak™ PP-Bizon | Cobalt Halftone (Field-Tested)	0.127	4.577	0.22	1	35.9	0.0041	40.477	50.505,40.346,37.927,33.13	StatTrak™ MP9 | Rose Iron (Factory New),StatTrak™ Dual Berettas | Marina (Minimal Wear),StatTrak™ Nova | Rising Skull (Minimal Wear),StatTrak™ FAMAS | Pulse (Minimal Wear)
91	StatTrak™ MP5-SD | Kitbash (Minimal Wear)	0.126	10.620999999999999	0.09	1	84.5	0.0094	95.12100000000001	93.502,105.203,86.658	StatTrak™ XM1014 | Entombed (Factory New),StatTrak™ Glock-18 | Vogue (Factory New),StatTrak™ M4A4 | Tooth Fairy (Factory New)
111	StatTrak™ SCAR-20 | Enforcer (Battle-Scarred)	0.126	3.767	0.445	1	29.9	0.0033	33.667	20.573,60.928,19.5	StatTrak™ MAC-10 | Disco Tech (Well-Worn),StatTrak™ AK-47 | Phantom Disruptor (Field-Tested),StatTrak™ MAG-7 | Justice (Well-Worn)
484	StatTrak™ Dual Berettas | Cartel (Minimal Wear)	0.125	3.676	0.085	1	29.4	0.0033	33.076	64.984,21.343,28.187,25.525,25.34	StatTrak™ FAMAS | Valence (Factory New),StatTrak™ Glock-18 | Royal Legion (Minimal Wear),StatTrak™ MP7 | Impire (Factory New),StatTrak™ MAG-7 | Praetorian (Factory New),StatTrak™ Five-SeveN | Triumvirate (Factory New)
328	StatTrak™ UMP-45 | Exposure (Field-Tested)	0.124	4.583	0.175	1	36.9	0.0041	41.483000000000004	34.808,18.564,71.078	StatTrak™ R8 Revolver | Llama Cannon (Minimal Wear),StatTrak™ PP-Bizon | High Roller (Field-Tested),StatTrak™ M4A1-S | Leaded Glass (Minimal Wear)
548	StatTrak™ G3SG1 | Murky (Minimal Wear)	0.124	6.16	0.085	1	49.8	0.0055	55.96	60.255,123.708,14.625,25.252	StatTrak™ M4A4 | Griffin (Factory New),StatTrak™ M4A1-S | Basilisk (Factory New),StatTrak™ Sawed-Off | Highwayman (Minimal Wear),StatTrak™ Glock-18 | Grinder (Factory New)
67	StatTrak™ M4A4 | Tooth Fairy (Minimal Wear)	0.12300000000000001	59.111999999999995	0.1	1	480.0	0.0523	539.112	681.408,396.815	StatTrak™ Desert Eagle | Printstream (Minimal Wear),StatTrak™ AK-47 | Legion of Anubis (Factory New)
471	MP7 | Impire (Minimal Wear)	0.122	7.361000000000001	0.09	1	60.2	0.0065	67.561	89.017,44.265,69.401	Desert Eagle | Kumicho Dragon (Factory New),AWP | Elite Build (Minimal Wear),Nova | Hyper Beast (Factory New)
444	StatTrak™ Five-SeveN | Violent Daimyo (Field-Tested)	0.122	1.2819999999999998	0.17	1	10.5	0.0011	11.782	23.302,6.62,4.124,12.188,12.675	StatTrak™ AWP | Phobos (Factory New),StatTrak™ R8 Revolver | Reboot (Field-Tested),StatTrak™ Sawed-Off | Limelight (Field-Tested),StatTrak™ AUG | Aristocrat (Minimal Wear),StatTrak™ P90 | Chopper (Minimal Wear)
371	StatTrak™ M249 | Emerald Poison Dart (Minimal Wear)	0.12	11.69	0.125	1	97.5	0.0104	109.19	127.237,111.628,88.706	StatTrak™ M4A1-S | Decimator (Minimal Wear),StatTrak™ AWP | Fever Dream (Factory New),StatTrak™ CZ75-Auto | Xiangliu (Factory New)
502	StatTrak™ SCAR-20 | Outbreak (Field-Tested)	0.12	1.354	0.23	1	11.3	0.0012	12.654000000000002	17.843,12.578,7.78,10.627,6.62,20.475	StatTrak™ Negev | Power Loader (Field-Tested),StatTrak™ SG 553 | Tiger Moth (Field-Tested),StatTrak™ Five-SeveN | Retrobution (Field-Tested),StatTrak™ Tec-9 | Avalanche (Field-Tested),StatTrak™ PP-Bizon | Fuel Rod (Field-Tested),StatTrak™ XM1014 | Teclu Burner (Minimal Wear)
341	MP9 | Goo (Well-Worn)	0.11900000000000001	1.571	0.595	1	13.2	0.0014	14.770999999999999	10.579,7.137,26.598	R8 Revolver | Llama Cannon (Well-Worn),PP-Bizon | High Roller (Battle-Scarred),M4A1-S | Leaded Glass (Well-Worn)
287	StatTrak™ Nova | Toy Soldier (Battle-Scarred)	0.11800000000000001	5.037	0.445	1	42.8	0.0045	47.836999999999996	85.8,28.665,29.045	StatTrak™ M4A1-S | Nightmare (Well-Worn),StatTrak™ Sawed-Off | Devourer (Field-Tested),StatTrak™ FAMAS | Eye of Athena (Field-Tested)
207	StatTrak™ Five-SeveN | Flame Test (Minimal Wear)	0.11800000000000001	1.213	0.085	1	10.3	0.0011	11.513	5.343,15.015,11.31,15.268,10.627	StatTrak™ MAG-7 | SWAG-7 (Minimal Wear),StatTrak™ UMP-45 | Arctic Wolf (Factory New),StatTrak™ Nova | Wild Six (Factory New),StatTrak™ Glock-18 | Moonrise (Factory New),StatTrak™ Negev | Lionfish (Factory New)
145	StatTrak™ MP5-SD | Agent (Field-Tested)	0.11699999999999999	6.216	0.175	1	53.2	0.0055	59.416000000000004	29.133,96.466,52.65	StatTrak™ MP9 | Hydra (Field-Tested),StatTrak™ AUG | Death by Puppy (Factory New),StatTrak™ P90 | Nostalgia (Minimal Wear)
508	StatTrak™ P250 | Wingshot (Field-Tested)	0.11599999999999999	12.717	0.165	1	110.0	0.0113	122.71700000000001	107.64,130.153,130.357	StatTrak™ AK-47 | Frontside Misty (Field-Tested),StatTrak™ G3SG1 | Flux (Minimal Wear),StatTrak™ SSG 08 | Big Iron (Minimal Wear)
243	StatTrak™ Sawed-Off | Black Sand (Minimal Wear)	0.115	1.357	0.075	1	11.8	0.0012	13.157	17.296,13.943,11.895,11.983,10.666	StatTrak™ MAC-10 | Pipe Down (Factory New),StatTrak™ USP-S | Flashback (Factory New),StatTrak™ G3SG1 | Scavenger (Factory New),StatTrak™ Galil AR | Signal (Factory New),StatTrak™ P250 | Nevermore (Factory New)
17	M4A4 | Cyber Security (Battle-Scarred)	0.114	16.584	0.445	1	145.9	0.0147	162.484	299.715,25.252	M4A1-S | Printstream (Field-Tested),Glock-18 | Neo-Noir (Well-Worn)
336	StatTrak™ SG 553 | Phantom (Field-Tested)	0.114	3.677	0.21	1	32.2	0.0033	35.876999999999995	17.989,18.564,71.078	StatTrak™ R8 Revolver | Llama Cannon (Field-Tested),StatTrak™ PP-Bizon | High Roller (Field-Tested),StatTrak™ M4A1-S | Leaded Glass (Minimal Wear)
257	FAMAS | Eye of Athena (Minimal Wear)	0.114	26.4	0.085	1	231.0	0.0234	257.4	390.0,124.8	AK-47 | Neon Rider (Factory New),Desert Eagle | Code Red (Minimal Wear)
388	StatTrak™ Five-SeveN | Capillary (Battle-Scarred)	0.113	0.746	0.445	1	6.6	0.0007	7.346	5.675,6.796,8.619,8.385,7.254	StatTrak™ UMP-45 | Scaffold (Well-Worn),StatTrak™ Galil AR | Crimson Tsunami (Field-Tested),StatTrak™ M249 | Emerald Poison Dart (Field-Tested),StatTrak™ XM1014 | Seasons (Field-Tested),StatTrak™ MAC-10 | Last Dive (Field-Tested)
343	StatTrak™ MP9 | Goo (Minimal Wear)	0.113	6.768	0.1	1	60.0	0.006	66.768	34.808,33.881,131.615	StatTrak™ R8 Revolver | Llama Cannon (Minimal Wear),StatTrak™ PP-Bizon | High Roller (Minimal Wear),StatTrak™ M4A1-S | Leaded Glass (Factory New)
85	StatTrak™ Tec-9 | Brother (Minimal Wear)	0.113	8.052999999999999	0.095	1	71.5	0.0071	79.553	93.502,58.5,86.658	StatTrak™ XM1014 | Entombed (Factory New),StatTrak™ Glock-18 | Vogue (Minimal Wear),StatTrak™ M4A4 | Tooth Fairy (Factory New)
345	StatTrak™ MP9 | Goo (Field-Tested)	0.111	3.577	0.21	1	32.3	0.0032	35.876999999999995	17.989,18.564,71.078	StatTrak™ R8 Revolver | Llama Cannon (Field-Tested),StatTrak™ PP-Bizon | High Roller (Field-Tested),StatTrak™ M4A1-S | Leaded Glass (Minimal Wear)
604	StatTrak™ CZ75-Auto | Crimson Web (Field-Tested)	0.11	4.535	0.185	1	41.4	0.004	45.935	59.163,44.46,41.535,38.581	StatTrak™ Desert Eagle | Heirloom (Minimal Wear),StatTrak™ Tec-9 | Titanium Bit (Factory New),StatTrak™ Five-SeveN | Copper Galaxy (Factory New),StatTrak™ CZ75-Auto | Tread Plate (Factory New)
392	StatTrak™ MP7 | Akoben (Field-Tested)	0.109	0.794	0.3	1	7.3	0.0007	8.094	6.24,6.796,9.506,10.676,7.254	StatTrak™ UMP-45 | Scaffold (Field-Tested),StatTrak™ Galil AR | Crimson Tsunami (Field-Tested),StatTrak™ M249 | Emerald Poison Dart (Minimal Wear),StatTrak™ XM1014 | Seasons (Minimal Wear),StatTrak™ MAC-10 | Last Dive (Field-Tested)
399	StatTrak™ P250 | Ripple (Field-Tested)	0.109	0.794	0.3	1	7.3	0.0007	8.094	6.24,6.796,9.506,10.676,7.254	StatTrak™ UMP-45 | Scaffold (Field-Tested),StatTrak™ Galil AR | Crimson Tsunami (Field-Tested),StatTrak™ M249 | Emerald Poison Dart (Minimal Wear),StatTrak™ XM1014 | Seasons (Minimal Wear),StatTrak™ MAC-10 | Last Dive (Field-Tested)
543	StatTrak™ Sawed-Off | Highwayman (Minimal Wear)	0.109	16.367	0.09	1	150.0	0.0145	166.36700000000002	238.778,69.225,191.1	StatTrak™ XM1014 | Tranquility (Factory New),StatTrak™ SCAR-20 | Cardiac (Minimal Wear),StatTrak™ P250 | Cartel (Factory New)
564	StatTrak™ PP-Bizon | Osiris (Field-Tested)	0.10800000000000001	5.73	0.21	1	52.9	0.0051	58.63	70.2,90.675,15.015	StatTrak™ Glock-18 | Water Elemental (Minimal Wear),StatTrak™ Desert Eagle | Conspiracy (Factory New),StatTrak™ Five-SeveN | Fowl Play (Field-Tested)
567	StatTrak™ Nova | Koi (Minimal Wear)	0.10800000000000001	8.592	0.095	1	79.6	0.0076	88.19200000000001	140.887,90.675,33.014	StatTrak™ Glock-18 | Water Elemental (Factory New),StatTrak™ Desert Eagle | Conspiracy (Factory New),StatTrak™ Five-SeveN | Fowl Play (Minimal Wear)
361	StatTrak™ UMP-45 | Scaffold (Battle-Scarred)	0.107	5.922999999999999	0.445	1	55.6	0.0052	61.523	83.85,53.527,47.19	StatTrak™ M4A1-S | Decimator (Field-Tested),StatTrak™ AWP | Fever Dream (Field-Tested),StatTrak™ CZ75-Auto | Xiangliu (Field-Tested)
510	StatTrak™ M249 | Nebula Crusader (Field-Tested)	0.107	11.817	0.165	1	110.9	0.0105	122.71700000000001	107.64,130.153,130.357	StatTrak™ AK-47 | Frontside Misty (Field-Tested),StatTrak™ G3SG1 | Flux (Minimal Wear),StatTrak™ SSG 08 | Big Iron (Minimal Wear)
357	StatTrak™ UMP-45 | Scaffold (Field-Tested)	0.106	6.752999999999999	0.265	1	64.0	0.006	70.753	83.85,70.005,58.402	StatTrak™ M4A1-S | Decimator (Field-Tested),StatTrak™ AWP | Fever Dream (Minimal Wear),StatTrak™ CZ75-Auto | Xiangliu (Minimal Wear)
155	StatTrak™ P250 | Inferno (Field-Tested)	0.106	4.3580000000000005	0.26	1	41.1	0.0039	45.458	29.133,54.59,52.65	StatTrak™ MP9 | Hydra (Field-Tested),StatTrak™ AUG | Death by Puppy (Minimal Wear),StatTrak™ P90 | Nostalgia (Minimal Wear)
240	StatTrak™ P250 | Nevermore (Minimal Wear)	0.105	6.61	0.115	1	63.2	0.0059	69.81	37.927,84.728,86.775	StatTrak™ MP5-SD | Phosphor (Minimal Wear),StatTrak™ UMP-45 | Momentum (Factory New),StatTrak™ Desert Eagle | Mecha Industries (Factory New)
307	StatTrak™ MP9 | Capillary (Minimal Wear)	0.105	2.504	0.085	1	23.8	0.0022	26.304000000000002	59.962,10.784,24.463,12.363,23.946	StatTrak™ AWP | PAW (Factory New),StatTrak™ CZ75-Auto | Eco (Minimal Wear),StatTrak™ G3SG1 | High Seas (Factory New),StatTrak™ Nova | Toy Soldier (Minimal Wear),StatTrak™ MP7 | Powercore (Factory New)
298	StatTrak™ Tec-9 | Snek-9 (Minimal Wear)	0.105	2.504	0.085	1	23.8	0.0022	26.304000000000002	59.962,10.784,24.463,12.363,23.946	StatTrak™ AWP | PAW (Factory New),StatTrak™ CZ75-Auto | Eco (Minimal Wear),StatTrak™ G3SG1 | High Seas (Factory New),StatTrak™ Nova | Toy Soldier (Minimal Wear),StatTrak™ MP7 | Powercore (Factory New)
318	CZ75-Auto | Tacticat (Well-Worn)	0.10400000000000001	1.359	0.64	1	13.1	0.0012	14.459000000000001	9.643,7.137,26.598	R8 Revolver | Llama Cannon (Battle-Scarred),PP-Bizon | High Roller (Battle-Scarred),M4A1-S | Leaded Glass (Well-Worn)
208	StatTrak™ XM1014 | Oxide Blaze (Minimal Wear)	0.10300000000000001	1.251	0.075	1	12.2	0.0011	13.450999999999999	15.034,15.015,11.31,15.268,10.627	StatTrak™ MAG-7 | SWAG-7 (Factory New),StatTrak™ UMP-45 | Arctic Wolf (Factory New),StatTrak™ Nova | Wild Six (Factory New),StatTrak™ Glock-18 | Moonrise (Factory New),StatTrak™ Negev | Lionfish (Factory New)
194	StatTrak™ UMP-45 | Arctic Wolf (Field-Tested)	0.10300000000000001	2.665	0.23	1	26.0	0.0024	28.665	24.96,26.13,34.905	StatTrak™ USP-S | Cortex (Field-Tested),StatTrak™ AUG | Stymphalian (Minimal Wear),StatTrak™ AWP | Mortis (Minimal Wear)
173	StatTrak™ MAC-10 | Whitefish (Battle-Scarred)	0.10300000000000001	0.738	0.42	1	7.2	0.0007	7.938	22.318,10.423,1.979,2.652,2.321	StatTrak™ AWP | Atheris (Well-Worn),StatTrak™ Desert Eagle | Light Rail (Field-Tested),StatTrak™ MP5-SD | Gauss (Well-Worn),StatTrak™ Tec-9 | Bamboozle (Field-Tested),StatTrak™ UMP-45 | Moonrise (Field-Tested)
289	MP7 | Powercore (Field-Tested)	0.10300000000000001	2.457	0.185	1	23.9	0.0022	26.357	33.15,23.4,22.523	M4A1-S | Nightmare (Field-Tested),Sawed-Off | Devourer (Minimal Wear),FAMAS | Eye of Athena (Minimal Wear)
464	StatTrak™ CZ75-Auto | Red Astor (Well-Worn)	0.10300000000000001	2.359	0.58	1	22.9	0.0021	25.259	26.539,12.675,36.562	StatTrak™ P250 | Asiimov (Battle-Scarred),StatTrak™ AUG | Fleet Flock (Battle-Scarred),StatTrak™ UMP-45 | Primal Saber (Well-Worn)
423	StatTrak™ Galil AR | Black Sand (Battle-Scarred)	0.102	0.8809999999999999	0.445	1	8.6	0.0008	9.481	15.59,19.744,3.344,2.613,6.113	StatTrak™ USP-S | Cyrex (Field-Tested),StatTrak™ M4A1-S | Flashback (Well-Worn),StatTrak™ Dual Berettas | Royal Consorts (Well-Worn),StatTrak™ G3SG1 | Stinger (Field-Tested),StatTrak™ Nova | Gila (Minimal Wear)
417	StatTrak™ P2000 | Turf (Battle-Scarred)	0.102	0.8809999999999999	0.445	1	8.6	0.0008	9.481	15.59,19.744,3.344,2.613,6.113	StatTrak™ USP-S | Cyrex (Field-Tested),StatTrak™ M4A1-S | Flashback (Well-Worn),StatTrak™ Dual Berettas | Royal Consorts (Well-Worn),StatTrak™ G3SG1 | Stinger (Field-Tested),StatTrak™ Nova | Gila (Minimal Wear)
35	StatTrak™ Dual Berettas | Dezastre (Battle-Scarred)	0.102	3.722	0.385	1	36.5	0.0033	40.222	37.83,42.802,40.034	StatTrak™ M4A4 | Cyber Security (Field-Tested),StatTrak™ Five-SeveN | Fairy Tale (Field-Tested),StatTrak™ USP-S | Monster Mashup (Field-Tested)
258	FAMAS | Eye of Athena (Field-Tested)	0.10099999999999999	13.365	0.185	1	131.9	0.0118	145.265	204.75,85.781	AK-47 | Neon Rider (Minimal Wear),Desert Eagle | Code Red (Field-Tested)
181	StatTrak™ MP7 | Mischief (Battle-Scarred)	0.10099999999999999	0.764	0.445	1	7.6	0.0007	8.363999999999999	22.318,12.548,1.979,2.652,2.321	StatTrak™ AWP | Atheris (Well-Worn),StatTrak™ Desert Eagle | Light Rail (Well-Worn),StatTrak™ MP5-SD | Gauss (Well-Worn),StatTrak™ Tec-9 | Bamboozle (Field-Tested),StatTrak™ UMP-45 | Moonrise (Field-Tested)
418	StatTrak™ Galil AR | Black Sand (Well-Worn)	0.10099999999999999	0.865	0.495	1	8.6	0.0008	9.465	15.59,20.261,2.749,2.613,6.113	StatTrak™ USP-S | Cyrex (Field-Tested),StatTrak™ M4A1-S | Flashback (Battle-Scarred),StatTrak™ Dual Berettas | Royal Consorts (Battle-Scarred),StatTrak™ G3SG1 | Stinger (Field-Tested),StatTrak™ Nova | Gila (Minimal Wear)
31	StatTrak™ SSG 08 | Parallax (Battle-Scarred)	0.1	3.471	0.405	1	34.7	0.0031	38.171	31.678,42.802,40.034	StatTrak™ M4A4 | Cyber Security (Well-Worn),StatTrak™ Five-SeveN | Fairy Tale (Field-Tested),StatTrak™ USP-S | Monster Mashup (Field-Tested)
372	StatTrak™ M249 | Emerald Poison Dart (Well-Worn)	0.099	6.098	0.525	1	61.6	0.0054	67.69800000000001	102.375,53.527,47.19	StatTrak™ M4A1-S | Decimator (Well-Worn),StatTrak™ AWP | Fever Dream (Field-Tested),StatTrak™ CZ75-Auto | Xiangliu (Field-Tested)
